"date","day","time","name","cap"
"2021-09-29","Wednesday","19:30","SouthVillageDeck",54
"2021-09-29","Wednesday","19:30","UnionDeckLower",44
"2021-09-29","Wednesday","19:30","UnionDeckUpper",20
"2021-09-29","Wednesday","19:30","WestDeck",28
"2021-09-29","Wednesday","20:00","ConeDeckFaculty/Staff",7
"2021-09-29","Wednesday","20:00","ConeDeckVisitor",9
"2021-09-29","Wednesday","20:00","CRIDeck",8
"2021-09-29","Wednesday","20:00","EastDeck1",6
"2021-09-29","Wednesday","20:00","EastDeck2/3",16
"2021-09-29","Wednesday","20:00","NorthDeck",29
"2021-09-29","Wednesday","20:00","SouthVillageDeck",53
"2021-09-29","Wednesday","20:00","UnionDeckLower",37
"2021-09-29","Wednesday","20:00","UnionDeckUpper",17
"2021-09-29","Wednesday","20:00","WestDeck",20
"2021-09-29","Wednesday","20:30","ConeDeckFaculty/Staff",5
"2021-09-29","Wednesday","20:30","ConeDeckVisitor",7
"2021-09-29","Wednesday","20:30","CRIDeck",7
"2021-09-29","Wednesday","20:30","EastDeck1",4
"2021-09-29","Wednesday","20:30","EastDeck2/3",9
"2021-09-29","Wednesday","20:30","NorthDeck",28
"2021-09-29","Wednesday","20:30","SouthVillageDeck",53
"2021-09-29","Wednesday","20:30","UnionDeckLower",30
"2021-09-29","Wednesday","20:30","UnionDeckUpper",14
"2021-09-29","Wednesday","20:30","WestDeck",16
"2021-09-29","Wednesday","21:00","ConeDeckFaculty/Staff",5
"2021-09-29","Wednesday","21:00","ConeDeckVisitor",7
"2021-09-29","Wednesday","21:00","CRIDeck",6
"2021-09-29","Wednesday","21:00","EastDeck1",4
"2021-09-29","Wednesday","21:00","EastDeck2/3",6
"2021-09-29","Wednesday","21:00","NorthDeck",29
"2021-09-29","Wednesday","21:00","SouthVillageDeck",54
"2021-09-29","Wednesday","21:00","UnionDeckLower",26
"2021-09-29","Wednesday","21:00","UnionDeckUpper",12
"2021-09-29","Wednesday","21:00","WestDeck",14
"2021-09-29","Wednesday","21:30","ConeDeckFaculty/Staff",5
"2021-09-29","Wednesday","21:30","ConeDeckVisitor",6
"2021-09-29","Wednesday","21:30","CRIDeck",6
"2021-09-29","Wednesday","21:30","EastDeck1",3
"2021-09-29","Wednesday","21:30","EastDeck2/3",5
"2021-09-29","Wednesday","21:30","NorthDeck",29
"2021-09-29","Wednesday","21:30","SouthVillageDeck",54
"2021-09-29","Wednesday","21:30","UnionDeckLower",25
"2021-09-29","Wednesday","21:30","UnionDeckUpper",10
"2021-09-29","Wednesday","21:30","WestDeck",10
"2021-09-29","Wednesday","22:00","ConeDeckFaculty/Staff",5
"2021-09-29","Wednesday","22:00","ConeDeckVisitor",5
"2021-09-29","Wednesday","22:00","CRIDeck",6
"2021-09-29","Wednesday","22:00","EastDeck1",3
"2021-09-29","Wednesday","22:00","EastDeck2/3",4
"2021-09-29","Wednesday","22:00","NorthDeck",30
"2021-09-29","Wednesday","22:00","SouthVillageDeck",55
"2021-09-29","Wednesday","22:00","UnionDeckLower",21
"2021-09-29","Wednesday","22:00","UnionDeckUpper",8
"2021-09-29","Wednesday","22:00","WestDeck",8
"2021-09-29","Wednesday","22:30","ConeDeckFaculty/Staff",5
"2021-09-29","Wednesday","22:30","ConeDeckVisitor",4
"2021-09-29","Wednesday","22:30","CRIDeck",6
"2021-09-29","Wednesday","22:30","EastDeck1",3
"2021-09-29","Wednesday","22:30","EastDeck2/3",3
"2021-09-29","Wednesday","22:30","NorthDeck",30
"2021-09-29","Wednesday","22:30","SouthVillageDeck",56
"2021-09-29","Wednesday","22:30","UnionDeckLower",17
"2021-09-29","Wednesday","22:30","UnionDeckUpper",8
"2021-09-29","Wednesday","22:30","WestDeck",8
"2021-09-29","Wednesday","23:00","ConeDeckFaculty/Staff",4
"2021-09-29","Wednesday","23:00","ConeDeckVisitor",4
"2021-09-29","Wednesday","23:00","CRIDeck",6
"2021-09-29","Wednesday","23:00","EastDeck1",3
"2021-09-29","Wednesday","23:00","EastDeck2/3",2
"2021-09-29","Wednesday","23:00","NorthDeck",30
"2021-09-29","Wednesday","23:00","SouthVillageDeck",57
"2021-09-29","Wednesday","23:00","UnionDeckLower",13
"2021-09-29","Wednesday","23:00","UnionDeckUpper",7
"2021-09-29","Wednesday","23:00","WestDeck",6
"2021-09-29","Wednesday","23:30","ConeDeckFaculty/Staff",4
"2021-09-29","Wednesday","23:30","ConeDeckVisitor",3
"2021-09-29","Wednesday","23:30","CRIDeck",5
"2021-09-29","Wednesday","23:30","EastDeck1",2
"2021-09-29","Wednesday","23:30","EastDeck2/3",2
"2021-09-29","Wednesday","23:30","NorthDeck",30
"2021-09-29","Wednesday","23:30","SouthVillageDeck",58
"2021-09-29","Wednesday","23:30","UnionDeckLower",11
"2021-09-29","Wednesday","23:30","UnionDeckUpper",6
"2021-09-29","Wednesday","23:30","WestDeck",6
"2021-09-30","Thursday","00:00","ConeDeckFaculty/Staff",4
"2021-09-30","Thursday","00:00","ConeDeckVisitor",4
"2021-09-30","Thursday","00:00","CRIDeck",5
"2021-09-30","Thursday","00:00","EastDeck1",2
"2021-09-30","Thursday","00:00","EastDeck2/3",2
"2021-09-30","Thursday","00:00","NorthDeck",30
"2021-09-30","Thursday","00:00","SouthVillageDeck",58
"2021-09-30","Thursday","00:00","UnionDeckLower",11
"2021-09-30","Thursday","00:00","UnionDeckUpper",6
"2021-09-30","Thursday","00:00","WestDeck",5
"2021-09-30","Thursday","00:30","ConeDeckFaculty/Staff",4
"2021-09-30","Thursday","00:30","ConeDeckVisitor",4
"2021-09-30","Thursday","00:30","CRIDeck",5
"2021-09-30","Thursday","00:30","EastDeck1",2
"2021-09-30","Thursday","00:30","EastDeck2/3",2
"2021-09-30","Thursday","00:30","NorthDeck",30
"2021-09-30","Thursday","00:30","SouthVillageDeck",59
"2021-09-30","Thursday","00:30","UnionDeckLower",9
"2021-09-30","Thursday","00:30","UnionDeckUpper",6
"2021-09-30","Thursday","00:30","WestDeck",5
"2021-09-30","Thursday","01:00","ConeDeckFaculty/Staff",4
"2021-09-30","Thursday","01:00","ConeDeckVisitor",3
"2021-09-30","Thursday","01:00","CRIDeck",5
"2021-09-30","Thursday","01:00","EastDeck1",2
"2021-09-30","Thursday","01:00","EastDeck2/3",1
"2021-09-30","Thursday","01:00","NorthDeck",31
"2021-09-30","Thursday","01:00","SouthVillageDeck",59
"2021-09-30","Thursday","01:00","UnionDeckLower",9
"2021-09-30","Thursday","01:00","UnionDeckUpper",5
"2021-09-30","Thursday","01:00","WestDeck",5
"2021-09-30","Thursday","01:30","ConeDeckFaculty/Staff",3
"2021-09-30","Thursday","01:30","ConeDeckVisitor",3
"2021-09-30","Thursday","01:30","CRIDeck",5
"2021-09-30","Thursday","01:30","EastDeck1",2
"2021-09-30","Thursday","01:30","EastDeck2/3",1
"2021-09-30","Thursday","01:30","NorthDeck",31
"2021-09-30","Thursday","01:30","SouthVillageDeck",60
"2021-09-30","Thursday","01:30","UnionDeckLower",8
"2021-09-30","Thursday","01:30","UnionDeckUpper",5
"2021-09-30","Thursday","01:30","WestDeck",5
"2021-09-30","Thursday","02:00","ConeDeckFaculty/Staff",3
"2021-09-30","Thursday","02:00","ConeDeckVisitor",3
"2021-09-30","Thursday","02:00","CRIDeck",5
"2021-09-30","Thursday","02:00","EastDeck1",2
"2021-09-30","Thursday","02:00","EastDeck2/3",1
"2021-09-30","Thursday","02:00","NorthDeck",31
"2021-09-30","Thursday","02:00","SouthVillageDeck",60
"2021-09-30","Thursday","02:00","UnionDeckLower",8
"2021-09-30","Thursday","02:00","UnionDeckUpper",5
"2021-09-30","Thursday","02:00","WestDeck",5
"2021-09-30","Thursday","02:30","ConeDeckFaculty/Staff",3
"2021-09-30","Thursday","02:30","ConeDeckVisitor",3
"2021-09-30","Thursday","02:30","CRIDeck",5
"2021-09-30","Thursday","02:30","EastDeck1",2
"2021-09-30","Thursday","02:30","EastDeck2/3",1
"2021-09-30","Thursday","02:30","NorthDeck",31
"2021-09-30","Thursday","02:30","SouthVillageDeck",60
"2021-09-30","Thursday","02:30","UnionDeckLower",8
"2021-09-30","Thursday","02:30","UnionDeckUpper",5
"2021-09-30","Thursday","02:30","WestDeck",4
"2021-09-30","Thursday","03:00","ConeDeckFaculty/Staff",3
"2021-09-30","Thursday","03:00","ConeDeckVisitor",3
"2021-09-30","Thursday","03:00","CRIDeck",5
"2021-09-30","Thursday","03:00","EastDeck1",2
"2021-09-30","Thursday","03:00","EastDeck2/3",1
"2021-09-30","Thursday","03:00","NorthDeck",31
"2021-09-30","Thursday","03:00","SouthVillageDeck",60
"2021-09-30","Thursday","03:00","UnionDeckLower",8
"2021-09-30","Thursday","03:00","UnionDeckUpper",5
"2021-09-30","Thursday","03:00","WestDeck",4
"2021-09-30","Thursday","03:30","ConeDeckFaculty/Staff",3
"2021-09-30","Thursday","03:30","ConeDeckVisitor",3
"2021-09-30","Thursday","03:30","CRIDeck",5
"2021-09-30","Thursday","03:30","EastDeck1",2
"2021-09-30","Thursday","03:30","EastDeck2/3",1
"2021-09-30","Thursday","03:30","NorthDeck",31
"2021-09-30","Thursday","03:30","SouthVillageDeck",60
"2021-09-30","Thursday","03:30","UnionDeckLower",8
"2021-09-30","Thursday","03:30","UnionDeckUpper",5
"2021-09-30","Thursday","03:30","WestDeck",4
"2021-09-30","Thursday","04:00","ConeDeckFaculty/Staff",4
"2021-09-30","Thursday","04:00","ConeDeckVisitor",3
"2021-09-30","Thursday","04:00","CRIDeck",5
"2021-09-30","Thursday","04:00","EastDeck1",2
"2021-09-30","Thursday","04:00","EastDeck2/3",2
"2021-09-30","Thursday","04:00","NorthDeck",31
"2021-09-30","Thursday","04:00","SouthVillageDeck",60
"2021-09-30","Thursday","04:00","UnionDeckLower",8
"2021-09-30","Thursday","04:00","UnionDeckUpper",5
"2021-09-30","Thursday","04:00","WestDeck",4
"2021-09-30","Thursday","04:30","ConeDeckFaculty/Staff",4
"2021-09-30","Thursday","04:30","ConeDeckVisitor",3
"2021-09-30","Thursday","04:30","CRIDeck",5
"2021-09-30","Thursday","04:30","EastDeck1",2
"2021-09-30","Thursday","04:30","EastDeck2/3",2
"2021-09-30","Thursday","04:30","NorthDeck",31
"2021-09-30","Thursday","04:30","SouthVillageDeck",60
"2021-09-30","Thursday","04:30","UnionDeckLower",8
"2021-09-30","Thursday","04:30","UnionDeckUpper",5
"2021-09-30","Thursday","04:30","WestDeck",5
"2021-09-30","Thursday","05:00","ConeDeckFaculty/Staff",4
"2021-09-30","Thursday","05:00","ConeDeckVisitor",3
"2021-09-30","Thursday","05:00","CRIDeck",5
"2021-09-30","Thursday","05:00","EastDeck1",2
"2021-09-30","Thursday","05:00","EastDeck2/3",2
"2021-09-30","Thursday","05:00","NorthDeck",31
"2021-09-30","Thursday","05:00","SouthVillageDeck",60
"2021-09-30","Thursday","05:00","UnionDeckLower",8
"2021-09-30","Thursday","05:00","UnionDeckUpper",5
"2021-09-30","Thursday","05:00","WestDeck",5
"2021-09-30","Thursday","05:30","ConeDeckFaculty/Staff",4
"2021-09-30","Thursday","05:30","ConeDeckVisitor",3
"2021-09-30","Thursday","05:30","CRIDeck",5
"2021-09-30","Thursday","05:30","EastDeck1",2
"2021-09-30","Thursday","05:30","EastDeck2/3",2
"2021-09-30","Thursday","05:30","NorthDeck",32
"2021-09-30","Thursday","05:30","SouthVillageDeck",60
"2021-09-30","Thursday","05:30","UnionDeckLower",8
"2021-09-30","Thursday","05:30","UnionDeckUpper",5
"2021-09-30","Thursday","05:30","WestDeck",5
"2021-09-30","Thursday","06:00","ConeDeckFaculty/Staff",4
"2021-09-30","Thursday","06:00","ConeDeckVisitor",3
"2021-09-30","Thursday","06:00","CRIDeck",5
"2021-09-30","Thursday","06:00","EastDeck1",2
"2021-09-30","Thursday","06:00","EastDeck2/3",2
"2021-09-30","Thursday","06:00","NorthDeck",32
"2021-09-30","Thursday","06:00","SouthVillageDeck",61
"2021-09-30","Thursday","06:00","UnionDeckLower",9
"2021-09-30","Thursday","06:00","UnionDeckUpper",6
"2021-09-30","Thursday","06:00","WestDeck",5
"2021-09-30","Thursday","06:30","ConeDeckFaculty/Staff",5
"2021-09-30","Thursday","06:30","ConeDeckVisitor",3
"2021-09-30","Thursday","06:30","CRIDeck",6
"2021-09-30","Thursday","06:30","EastDeck1",3
"2021-09-30","Thursday","06:30","EastDeck2/3",3
"2021-09-30","Thursday","06:30","NorthDeck",34
"2021-09-30","Thursday","06:30","SouthVillageDeck",61
"2021-09-30","Thursday","06:30","UnionDeckLower",11
"2021-09-30","Thursday","06:30","UnionDeckUpper",7
"2021-09-30","Thursday","06:30","WestDeck",6
"2021-09-30","Thursday","07:00","ConeDeckFaculty/Staff",8
"2021-09-30","Thursday","07:00","ConeDeckVisitor",3
"2021-09-30","Thursday","07:00","CRIDeck",7
"2021-09-30","Thursday","07:00","EastDeck1",4
"2021-09-30","Thursday","07:00","EastDeck2/3",4
"2021-09-30","Thursday","07:00","NorthDeck",36
"2021-09-30","Thursday","07:00","SouthVillageDeck",62
"2021-09-30","Thursday","07:00","UnionDeckLower",14
"2021-09-30","Thursday","07:00","UnionDeckUpper",8
"2021-09-30","Thursday","07:00","WestDeck",10
"2021-09-30","Thursday","07:30","ConeDeckFaculty/Staff",17
"2021-09-30","Thursday","07:30","ConeDeckVisitor",4
"2021-09-30","Thursday","07:30","CRIDeck",8
"2021-09-30","Thursday","07:30","EastDeck1",6
"2021-09-30","Thursday","07:30","EastDeck2/3",7
"2021-09-30","Thursday","07:30","NorthDeck",37
"2021-09-30","Thursday","07:30","SouthVillageDeck",63
"2021-09-30","Thursday","07:30","UnionDeckLower",17
"2021-09-30","Thursday","07:30","UnionDeckUpper",8
"2021-09-30","Thursday","07:30","WestDeck",12
"2021-09-30","Thursday","08:00","ConeDeckFaculty/Staff",29
"2021-09-30","Thursday","08:00","ConeDeckVisitor",5
"2021-09-30","Thursday","08:00","CRIDeck",10
"2021-09-30","Thursday","08:00","EastDeck1",11
"2021-09-30","Thursday","08:00","EastDeck2/3",16
"2021-09-30","Thursday","08:00","NorthDeck",40
"2021-09-30","Thursday","08:00","SouthVillageDeck",65
"2021-09-30","Thursday","08:00","UnionDeckLower",27
"2021-09-30","Thursday","08:00","UnionDeckUpper",12
"2021-09-30","Thursday","08:00","WestDeck",20
"2021-09-30","Thursday","08:30","ConeDeckFaculty/Staff",40
"2021-09-30","Thursday","08:30","ConeDeckVisitor",8
"2021-09-30","Thursday","08:30","CRIDeck",22
"2021-09-30","Thursday","08:30","EastDeck1",19
"2021-09-30","Thursday","08:30","EastDeck2/3",36
"2021-09-30","Thursday","08:30","NorthDeck",43
"2021-09-30","Thursday","08:30","SouthVillageDeck",66
"2021-09-30","Thursday","08:30","UnionDeckLower",46
"2021-09-30","Thursday","08:30","UnionDeckUpper",18
"2021-09-30","Thursday","08:30","WestDeck",38
"2021-09-30","Thursday","09:00","ConeDeckFaculty/Staff",50
"2021-09-30","Thursday","09:00","ConeDeckVisitor",11
"2021-09-30","Thursday","09:00","CRIDeck",26
"2021-09-30","Thursday","09:00","EastDeck1",25
"2021-09-30","Thursday","09:00","EastDeck2/3",42
"2021-09-30","Thursday","09:00","NorthDeck",44
"2021-09-30","Thursday","09:00","SouthVillageDeck",67
"2021-09-30","Thursday","09:00","UnionDeckLower",53
"2021-09-30","Thursday","09:00","UnionDeckUpper",29
"2021-09-30","Thursday","09:00","WestDeck",48
"2021-09-30","Thursday","09:30","ConeDeckFaculty/Staff",55
"2021-09-30","Thursday","09:30","ConeDeckVisitor",12
"2021-09-30","Thursday","09:30","CRIDeck",30
"2021-09-30","Thursday","09:30","EastDeck1",29
"2021-09-30","Thursday","09:30","EastDeck2/3",51
"2021-09-30","Thursday","09:30","NorthDeck",46
"2021-09-30","Thursday","09:30","SouthVillageDeck",67
"2021-09-30","Thursday","09:30","UnionDeckLower",61
"2021-09-30","Thursday","09:30","UnionDeckUpper",33
"2021-09-30","Thursday","09:30","WestDeck",55
"2021-09-30","Thursday","10:00","ConeDeckFaculty/Staff",58
"2021-09-30","Thursday","10:00","ConeDeckVisitor",15
"2021-09-30","Thursday","10:00","CRIDeck",36
"2021-09-30","Thursday","10:00","EastDeck1",36
"2021-09-30","Thursday","10:00","EastDeck2/3",68
"2021-09-30","Thursday","10:00","NorthDeck",47
"2021-09-30","Thursday","10:00","SouthVillageDeck",67
"2021-09-30","Thursday","10:00","UnionDeckLower",80
"2021-09-30","Thursday","10:00","UnionDeckUpper",41
"2021-09-30","Thursday","10:00","WestDeck",75
"2021-09-30","Thursday","10:30","ConeDeckFaculty/Staff",59
"2021-09-30","Thursday","10:30","ConeDeckVisitor",16
"2021-09-30","Thursday","10:30","CRIDeck",38
"2021-09-30","Thursday","10:30","EastDeck1",39
"2021-09-30","Thursday","10:30","EastDeck2/3",71
"2021-09-30","Thursday","10:30","NorthDeck",47
"2021-09-30","Thursday","10:30","SouthVillageDeck",68
"2021-09-30","Thursday","10:30","UnionDeckLower",83
"2021-09-30","Thursday","10:30","UnionDeckUpper",44
"2021-09-30","Thursday","10:30","WestDeck",78
"2021-09-30","Thursday","11:00","ConeDeckFaculty/Staff",61
"2021-09-30","Thursday","11:00","ConeDeckVisitor",19
"2021-09-30","Thursday","11:00","CRIDeck",37
"2021-09-30","Thursday","11:00","EastDeck1",41
"2021-09-30","Thursday","11:00","EastDeck2/3",75
"2021-09-30","Thursday","11:00","NorthDeck",47
"2021-09-30","Thursday","11:00","SouthVillageDeck",67
"2021-09-30","Thursday","11:00","UnionDeckLower",90
"2021-09-30","Thursday","11:00","UnionDeckUpper",46
"2021-09-30","Thursday","11:00","WestDeck",84
"2021-09-30","Thursday","11:30","ConeDeckFaculty/Staff",58
"2021-09-30","Thursday","11:30","ConeDeckVisitor",20
"2021-09-30","Thursday","11:30","CRIDeck",33
"2021-09-30","Thursday","11:30","EastDeck1",44
"2021-09-30","Thursday","11:30","EastDeck2/3",79
"2021-09-30","Thursday","11:30","NorthDeck",49
"2021-09-30","Thursday","11:30","SouthVillageDeck",66
"2021-09-30","Thursday","11:30","UnionDeckLower",94
"2021-09-30","Thursday","11:30","UnionDeckUpper",47
"2021-09-30","Thursday","11:30","WestDeck",89
"2021-09-30","Thursday","12:00","ConeDeckFaculty/Staff",56
"2021-09-30","Thursday","12:00","ConeDeckVisitor",20
"2021-09-30","Thursday","12:00","CRIDeck",32
"2021-09-30","Thursday","12:00","EastDeck1",45
"2021-09-30","Thursday","12:00","EastDeck2/3",77
"2021-09-30","Thursday","12:00","NorthDeck",49
"2021-09-30","Thursday","12:00","SouthVillageDeck",66
"2021-09-30","Thursday","12:00","UnionDeckLower",91
"2021-09-30","Thursday","12:00","UnionDeckUpper",48
"2021-09-30","Thursday","12:00","WestDeck",88
"2021-09-30","Thursday","12:30","ConeDeckFaculty/Staff",54
"2021-09-30","Thursday","12:30","ConeDeckVisitor",18
"2021-09-30","Thursday","12:30","CRIDeck",33
"2021-09-30","Thursday","12:30","EastDeck1",45
"2021-09-30","Thursday","12:30","EastDeck2/3",77
"2021-09-30","Thursday","12:30","NorthDeck",49
"2021-09-30","Thursday","12:30","SouthVillageDeck",66
"2021-09-30","Thursday","12:30","UnionDeckLower",94
"2021-09-30","Thursday","12:30","UnionDeckUpper",46
"2021-09-30","Thursday","12:30","WestDeck",88
"2021-09-30","Thursday","13:00","ConeDeckFaculty/Staff",56
"2021-09-30","Thursday","13:00","ConeDeckVisitor",18
"2021-09-30","Thursday","13:00","CRIDeck",36
"2021-09-30","Thursday","13:00","EastDeck1",44
"2021-09-30","Thursday","13:00","EastDeck2/3",75
"2021-09-30","Thursday","13:00","NorthDeck",49
"2021-09-30","Thursday","13:00","SouthVillageDeck",66
"2021-09-30","Thursday","13:00","UnionDeckLower",92
"2021-09-30","Thursday","13:00","UnionDeckUpper",45
"2021-09-30","Thursday","13:00","WestDeck",83
"2021-09-30","Thursday","13:30","ConeDeckFaculty/Staff",57
"2021-09-30","Thursday","13:30","ConeDeckVisitor",18
"2021-09-30","Thursday","13:30","CRIDeck",36
"2021-09-30","Thursday","13:30","EastDeck1",44
"2021-09-30","Thursday","13:30","EastDeck2/3",70
"2021-09-30","Thursday","13:30","NorthDeck",48
"2021-09-30","Thursday","13:30","SouthVillageDeck",65
"2021-09-30","Thursday","13:30","UnionDeckLower",87
"2021-09-30","Thursday","13:30","UnionDeckUpper",43
"2021-09-30","Thursday","13:30","WestDeck",82
"2021-09-30","Thursday","14:00","ConeDeckFaculty/Staff",55
"2021-09-30","Thursday","14:00","ConeDeckVisitor",18
"2021-09-30","Thursday","14:00","CRIDeck",35
"2021-09-30","Thursday","14:00","EastDeck1",44
"2021-09-30","Thursday","14:00","EastDeck2/3",71
"2021-09-30","Thursday","14:00","NorthDeck",47
"2021-09-30","Thursday","14:00","SouthVillageDeck",66
"2021-09-30","Thursday","14:00","UnionDeckLower",89
"2021-09-30","Thursday","14:00","UnionDeckUpper",43
"2021-09-30","Thursday","14:00","WestDeck",85
"2021-09-30","Thursday","14:30","ConeDeckFaculty/Staff",55
"2021-09-30","Thursday","14:30","ConeDeckVisitor",17
"2021-09-30","Thursday","14:30","CRIDeck",33
"2021-09-30","Thursday","14:30","EastDeck1",45
"2021-09-30","Thursday","14:30","EastDeck2/3",69
"2021-09-30","Thursday","14:30","NorthDeck",46
"2021-09-30","Thursday","14:30","SouthVillageDeck",63
"2021-09-30","Thursday","14:30","UnionDeckLower",92
"2021-09-30","Thursday","14:30","UnionDeckUpper",44
"2021-09-30","Thursday","14:30","WestDeck",87
"2021-09-30","Thursday","15:00","ConeDeckFaculty/Staff",54
"2021-09-30","Thursday","15:00","ConeDeckVisitor",17
"2021-09-30","Thursday","15:00","CRIDeck",31
"2021-09-30","Thursday","15:00","EastDeck1",42
"2021-09-30","Thursday","15:00","EastDeck2/3",65
"2021-09-30","Thursday","15:00","NorthDeck",43
"2021-09-30","Thursday","15:00","SouthVillageDeck",61
"2021-09-30","Thursday","15:00","UnionDeckLower",89
"2021-09-30","Thursday","15:00","UnionDeckUpper",43
"2021-09-30","Thursday","15:00","WestDeck",89
"2021-09-30","Thursday","15:30","ConeDeckFaculty/Staff",51
"2021-09-30","Thursday","15:30","ConeDeckVisitor",16
"2021-09-30","Thursday","15:30","CRIDeck",30
"2021-09-30","Thursday","15:30","EastDeck1",38
"2021-09-30","Thursday","15:30","EastDeck2/3",61
"2021-09-30","Thursday","15:30","NorthDeck",41
"2021-09-30","Thursday","15:30","SouthVillageDeck",60
"2021-09-30","Thursday","15:30","UnionDeckLower",86
"2021-09-30","Thursday","15:30","UnionDeckUpper",43
"2021-09-30","Thursday","15:30","WestDeck",86
"2021-09-30","Thursday","16:00","ConeDeckFaculty/Staff",48
"2021-09-30","Thursday","16:00","ConeDeckVisitor",15
"2021-09-30","Thursday","16:00","CRIDeck",26
"2021-09-30","Thursday","16:00","EastDeck1",34
"2021-09-30","Thursday","16:00","EastDeck2/3",53
"2021-09-30","Thursday","16:00","NorthDeck",39
"2021-09-30","Thursday","16:00","SouthVillageDeck",59
"2021-09-30","Thursday","16:00","UnionDeckLower",78
"2021-09-30","Thursday","16:00","UnionDeckUpper",40
"2021-09-30","Thursday","16:00","WestDeck",75
"2021-09-30","Thursday","16:30","ConeDeckFaculty/Staff",39
"2021-09-30","Thursday","16:30","ConeDeckVisitor",14
"2021-09-30","Thursday","16:30","CRIDeck",24
"2021-09-30","Thursday","16:30","EastDeck1",30
"2021-09-30","Thursday","16:30","EastDeck2/3",45
"2021-09-30","Thursday","16:30","NorthDeck",37
"2021-09-30","Thursday","16:30","SouthVillageDeck",58
"2021-09-30","Thursday","16:30","UnionDeckLower",71
"2021-09-30","Thursday","16:30","UnionDeckUpper",37
"2021-09-30","Thursday","16:30","WestDeck",66
"2021-09-30","Thursday","17:00","ConeDeckFaculty/Staff",27
"2021-09-30","Thursday","17:00","ConeDeckVisitor",12
"2021-09-30","Thursday","17:00","CRIDeck",24
"2021-09-30","Thursday","17:00","EastDeck1",26
"2021-09-30","Thursday","17:00","EastDeck2/3",41
"2021-09-30","Thursday","17:00","NorthDeck",35
"2021-09-30","Thursday","17:00","SouthVillageDeck",57
"2021-09-30","Thursday","17:00","UnionDeckLower",66
"2021-09-30","Thursday","17:00","UnionDeckUpper",35
"2021-09-30","Thursday","17:00","WestDeck",55
"2021-09-30","Thursday","17:30","ConeDeckFaculty/Staff",14
"2021-09-30","Thursday","17:30","ConeDeckVisitor",11
"2021-09-30","Thursday","17:30","CRIDeck",20
"2021-09-30","Thursday","17:30","EastDeck1",18
"2021-09-30","Thursday","17:30","EastDeck2/3",33
"2021-09-30","Thursday","17:30","NorthDeck",31
"2021-09-30","Thursday","17:30","SouthVillageDeck",55
"2021-09-30","Thursday","17:30","UnionDeckLower",55
"2021-09-30","Thursday","17:30","UnionDeckUpper",33
"2021-09-30","Thursday","17:30","WestDeck",42
"2021-09-30","Thursday","18:00","ConeDeckFaculty/Staff",9
"2021-09-30","Thursday","18:00","ConeDeckVisitor",12
"2021-09-30","Thursday","18:00","CRIDeck",18
"2021-09-30","Thursday","18:00","EastDeck1",16
"2021-09-30","Thursday","18:00","EastDeck2/3",29
"2021-09-30","Thursday","18:00","NorthDeck",29
"2021-09-30","Thursday","18:00","SouthVillageDeck",53
"2021-09-30","Thursday","18:00","UnionDeckLower",49
"2021-09-30","Thursday","18:00","UnionDeckUpper",32
"2021-09-30","Thursday","18:00","WestDeck",34
"2021-09-30","Thursday","18:30","ConeDeckFaculty/Staff",6
"2021-09-30","Thursday","18:30","ConeDeckVisitor",12
"2021-09-30","Thursday","18:30","CRIDeck",17
"2021-09-30","Thursday","18:30","EastDeck1",14
"2021-09-30","Thursday","18:30","EastDeck2/3",27
"2021-09-30","Thursday","18:30","NorthDeck",29
"2021-09-30","Thursday","18:30","SouthVillageDeck",53
"2021-09-30","Thursday","18:30","UnionDeckLower",47
"2021-09-30","Thursday","18:30","UnionDeckUpper",30
"2021-09-30","Thursday","18:30","WestDeck",30
"2021-09-30","Thursday","19:00","ConeDeckFaculty/Staff",6
"2021-09-30","Thursday","19:00","ConeDeckVisitor",10
"2021-09-30","Thursday","19:00","CRIDeck",15
"2021-09-30","Thursday","19:00","EastDeck1",14
"2021-09-30","Thursday","19:00","EastDeck2/3",24
"2021-09-30","Thursday","19:00","NorthDeck",28
"2021-09-30","Thursday","19:00","SouthVillageDeck",52
"2021-09-30","Thursday","19:00","UnionDeckLower",46
"2021-09-30","Thursday","19:00","UnionDeckUpper",29
"2021-09-30","Thursday","19:00","WestDeck",27
"2021-09-30","Thursday","19:30","ConeDeckFaculty/Staff",6
"2021-09-30","Thursday","19:30","ConeDeckVisitor",9
"2021-09-30","Thursday","19:30","CRIDeck",13
"2021-09-30","Thursday","19:30","EastDeck1",13
"2021-09-30","Thursday","19:30","EastDeck2/3",21
"2021-09-30","Thursday","19:30","NorthDeck",27
"2021-09-30","Thursday","19:30","SouthVillageDeck",51
"2021-09-30","Thursday","19:30","UnionDeckLower",42
"2021-09-30","Thursday","19:30","UnionDeckUpper",27
"2021-09-30","Thursday","19:30","WestDeck",22
"2021-09-30","Thursday","20:00","ConeDeckFaculty/Staff",5
"2021-09-30","Thursday","20:00","ConeDeckVisitor",8
"2021-09-30","Thursday","20:00","CRIDeck",11
"2021-09-30","Thursday","20:00","EastDeck1",13
"2021-09-30","Thursday","20:00","EastDeck2/3",20
"2021-09-30","Thursday","20:00","NorthDeck",26
"2021-09-30","Thursday","20:00","SouthVillageDeck",50
"2021-09-30","Thursday","20:00","UnionDeckLower",37
"2021-09-30","Thursday","20:00","UnionDeckUpper",25
"2021-09-30","Thursday","20:00","WestDeck",19
